Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Ccy,Reason for not funded status
Fund08,Spring water solutions for Africa,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvvl,1.33,112,22604037,0,20641134,1962903,NO,100000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,SSI for Coffee in East Africa,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBwnI,4.28,128,19334290,0,15201342,4132948,NO,60000,NOT FUNDED,16668,USD,Approval Threshold
Fund08,SSI through ancestral Africa lenses,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvR6,4.22,110,24668166,0,20329341,4338825,YES,30000,NOT FUNDED,16668,USD,Over Budget
Fund08,StakingDAO: DAO & Contract Audit,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvlj,4.17,149,37343359,0,15437929,21905430,YES,32000,NOT FUNDED,1780,USD,Over Budget
Fund08,StakingDAO: DAO Tools & Scripts,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvkj,4.33,228,45873346,0,10484215,35389131,YES,50000,NOT FUNDED,12550,USD,Over Budget
Fund08,StakingDAO: Supporting Small Pools,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvla,4.67,366,74074501,0,6361548,67712953,YES,60000,FUNDED,1316380,USD,
Fund08,StakingDAO: Sustainable ISPO Tool,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvlu,4.17,152,52957489,0,4812811,48144678,YES,35000,FUNDED,198082,USD,
Fund08,Standard for verification of NFTs,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvDr,4.08,107,30622810,0,15648070,14974740,YES,23000,FUNDED,11755,USD,
Fund08,Standard SSI templates library,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvFb,4.8,201,40954824,0,11259154,29695670,YES,21000,FUNDED,28668,USD,
Fund08,STOR Token White Paper,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwpP,2.61,91,23491445,0,22102980,1388465,NO,26250,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Storytelling using Mighty Cardano,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBu76,4.38,123,48168969,0,3536068,44632901,YES,4950,FUNDED,14910,USD,
Fund08,StreamCardano: serverless infra,DApps and Integrations,https://app.ideascale.com/t/UM5UZBujy,4.83,545,93751550,0,19982185,73769365,YES,237000,FUNDED,1545950,USD,
Fund08,Streaming Cardano based games,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw7l,3.08,92,26341789,0,14364653,11977136,YES,880,FUNDED,803,USD,
Fund08,Structured Questionnaire for CAs,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBvN8,2.77,166,24464510,0,23963232,501278,NO,12000,NOT FUNDED,6860,USD,Approval Threshold
Fund08,Study Buddy 3.0,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvCF,4.38,120,36207403,0,4944335,31263068,YES,8215,NOT FUNDED,6608,USD,Over Budget
Fund08,SUAN Early carbon removal market,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvrw,3.07,83,22718223,0,13892333,8825890,NO,99000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,Support ADA pmnts in PRISM workflow,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvlx,4.39,122,41138093,0,4942630,36195463,YES,32205,NOT FUNDED,6608,USD,Over Budget
Fund08,Sustainable Apparel Trace demo,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvp5,2.47,169,95979695,0,21871481,74108214,YES,100000,FUNDED,1782950,USD,
Fund08,Sustainable Business Standards,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBw32,3.22,83,16380344,0,14000536,2379808,NO,15000,NOT FUNDED,1755,USD,Approval Threshold
Fund08,Sustainable Energy For All Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwdc,2.61,110,24342010,0,17902529,6439481,YES,99000,NOT FUNDED,113,USD,Over Budget
Fund08,Sustainable forestry Hub Cambodia,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBvQw,2.6,90,22710558,0,14138259,8572299,YES,9950,NOT FUNDED,1160,USD,Over Budget
Fund08,Sustainable Solution Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvuf,4,112,36994603,0,3648238,33346365,YES,15000,NOT FUNDED,11421,USD,Over Budget
Fund08,TADATek Insights,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwbf,4.5,134,44804726,0,4424158,40380568,YES,16619,FUNDED,79976,USD,
Fund08,Tangopay (Merchant Payments),DApps and Integrations,https://app.ideascale.com/t/UM5UZBvUq,4.56,252,62424248,0,13313003,49111245,YES,80000,FUNDED,567980,USD,
Fund08,Tarax: a news and media DAO,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwgw,3.93,152,32866521,0,25577023,7289498,YES,500,FUNDED,200,USD,
Fund08,Tech Talent – Bring Devs to Cardano,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBu1n,3.73,234,36138989,0,20367782,15771207,YES,66000,NOT FUNDED,4773,USD,Over Budget
Fund08,Tenant Profile,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBw26,4.13,118,25557852,0,21006557,4551295,YES,60000,NOT FUNDED,1755,USD,Over Budget
Fund08,TermLimitsDAO,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvnz,2.17,89,22538094,0,16592082,5946012,YES,60000,NOT FUNDED,6720,USD,Over Budget
Fund08,The ADA Cafe Grows Cardano,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvV0,1.43,132,28367426,0,17186347,11181079,YES,50000,NOT FUNDED,6141,USD,Over Budget
Fund08,The Africa Catalyst School,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvxf,4.61,359,75156863,0,2139781,73017082,YES,10680,FUNDED,190320,USD,
Fund08,The Alexandra Project WEB3 Library,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvo8,3.42,80,23468348,0,14103816,9364532,YES,10000,NOT FUNDED,332,USD,Over Budget
Fund08,The Catalyst School Fund9 Operation,New Member Onboarding,https://app.ideascale.com/t/UM5UZBw2b,4.52,226,58694267,0,7031636,51662631,YES,17800,FUNDED,106908,USD,
Fund08,The Creators Story NFTs,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvLr,1.62,140,14096769,0,27094578,-12997809,NO,30000,NOT FUNDED,2700,USD,Approval Threshold
Fund08,The Crypt Game,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBu6L,3.3,89,25278155,0,17832414,7445741,YES,50000,NOT FUNDED,803,USD,Over Budget
Fund08,The Future of Cardano is African,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvD1,4.54,255,53697231,0,7474656,46222575,YES,37500,FUNDED,15362,USD,
Fund08,The future of Cardano is Indian,"Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBvD4,4.75,765,125291672,0,11854594,113437078,YES,22500,FUNDED,127500,USD,
Fund08,The Impact Migration,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBw0g,3.81,124,18977725,0,16304942,2672783,NO,24100,NOT FUNDED,1800,USD,Approval Threshold
Fund08,The Impact Onboarding,New Member Onboarding,https://app.ideascale.com/t/UM5UZBw0z,4.4,122,43048377,0,6352800,36695577,YES,9400,FUNDED,52628,USD,
Fund08,The next generation Tower Defense G,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBwoN,3.89,107,24980059,0,22225177,2754882,NO,150000,NOT FUNDED,803,USD,Approval Threshold
Fund08,The NFT Gaming Podcast - Season 2,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBw49,3.94,149,40585185,0,12020728,28564457,YES,16500,NOT FUNDED,16130,USD,Over Budget
Fund08,The Power of Sovereignty at Birth,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBv0y,2,100,13998797,0,17917641,-3918844,NO,24000,NOT FUNDED,16668,USD,Approval Threshold
Fund08,The Workers Protocol (WP),Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvj8,3.78,119,26484558,0,19511441,6973117,YES,80000,NOT FUNDED,16668,USD,Over Budget
Fund08,Theatre For Change,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBukF,4.33,176,60634525,0,5363019,55271506,YES,15000,FUNDED,110000,USD,
Fund08,TheGraph in Milkomeda,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvqU,4.07,314,178967619,0,10141326,168826293,YES,20000,FUNDED,2404800,USD,
Fund08,Three.js for 3D-Webaverse games,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBu9i,2,102,25116650,0,18743794,6372856,YES,9500,NOT FUNDED,803,USD,Over Budget
Fund08,Thrift Mobile,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvIR,4.47,162,50330495,0,6256380,44074115,YES,40340,FUNDED,282400,USD,
Fund08,Thrift Mobile - DeFi Connector,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvIe,4.11,253,48306053,0,13268870,35037183,YES,43680,NOT FUNDED,4773,USD,Over Budget
Fund08,Tinypesa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBv2K,3.39,88,23730337,0,15234298,8496039,YES,250000,NOT FUNDED,113,USD,Over Budget
Fund08,Token Staking Platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwyt,3.05,98,24213937,0,23593543,620394,NO,70000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Token-based PRISM credentials,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvk8,4.56,187,73770085,0,3223233,70546852,YES,29267,FUNDED,52108,USD,
Fund08,Tokenized Security Exchange,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBulf,4,102,21030544,0,20174153,856391,NO,45000,NOT FUNDED,113,USD,Approval Threshold
Fund08,Tokyo Cardano Summit: Episode 2,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBvvd,3.04,88,51408822,0,12588165,38820657,YES,25000,NOT FUNDED,10160,USD,Over Budget
Fund08,Townhall Channel in Vietnamese,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBu8T,4.58,187,44553111,0,18168630,26384481,YES,17100,NOT FUNDED,6141,USD,Over Budget
Fund08,Traceable Reward currency (FLORAS),Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvqP,4.78,245,43982815,0,17619934,26362881,YES,70000,NOT FUNDED,10464,USD,Over Budget
Fund08,Train 100 Math Teachers in Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwtT,4.13,103,18683631,0,14821414,3862217,NO,20000,NOT FUNDED,113,USD,Approval Threshold
Fund08,Transaction monitoring as a service,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwmg,4.67,652,101442051,0,12305096,89136955,YES,49000,FUNDED,265754,USD,
Fund08,Transaction resubmitter daemon,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvuI,4.25,204,33601624,0,19382903,14218721,YES,27000,NOT FUNDED,700,USD,Over Budget
Fund08,Transforming the economic system.,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvAy,2.83,118,24452044,0,20735112,3716932,YES,42000,NOT FUNDED,7200,USD,Over Budget
Fund08,Translate no-code SSI to Japanese,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBvxC,3.88,96,31416604,0,17574371,13842233,YES,26481,NOT FUNDED,1160,USD,Over Budget
Fund08,Translate no-code SSI to Spanish,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvxJ,4.33,110,34533494,0,6296177,28237317,YES,25237,NOT FUNDED,5532,USD,Over Budget
Fund08,Translate no-code SSI to Swahili,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvw7,4,84,17910082,0,4474868,13435214,NO,27680,NOT FUNDED,113,USD,Approval Threshold
Fund08,Translate Pool Peek Mob: Vietnamese,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBu0q,3.03,70,25982985,0,12404459,13578526,YES,1750,NOT FUNDED,1160,USD,Over Budget
Fund08,Translate Pool Peek Mobile: Burmese,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBu0s,2.92,70,16696619,0,13289118,3407501,NO,3200,NOT FUNDED,1160,USD,Approval Threshold
Fund08,Translate Pool Peek mobile: French,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBu0X,3.5,81,26933961,0,12423997,14509964,YES,1400,FUNDED,99,USD,Funded by leftovers
Fund08,Translate Pool Peek Mobile: Korean,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBu0m,3.19,84,31941628,0,12086175,19855453,YES,1900,FUNDED,1160,USD,
Fund08,Translate Pool Peek Mobile: Swahili,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBu0d,3.21,73,26286282,0,12171091,14115191,YES,2400,NOT FUNDED,113,USD,Over Budget
Fund08,Translate Pool Peek Mobile: Thai,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBu0o,2.97,71,26535445,0,13354589,13180856,YES,2100,NOT FUNDED,1160,USD,Over Budget
Fund08,Transparancy in Campaign Financing,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBv6E,1.08,98,19516003,0,18317445,1198558,NO,1000,NOT FUNDED,1780,USD,Approval Threshold
Fund08,Traveller ID Ecosystem,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvaa,4.33,119,56369982,0,6791946,49578036,YES,37304,FUNDED,105453,USD,
Fund08,TREEdano: Regenerative NFTrees,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvSY,4.22,182,49714896,0,4763092,44951804,YES,27000,FUNDED,216100,USD,
Fund08,Trust Registry with Smart Contract,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvkg,4.6,148,44524913,0,5250171,39274742,YES,27685,FUNDED,51468,USD,
Fund08,Trusted endorsements for the web,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBwyW,4.61,151,39884919,0,686279,39198640,YES,62400,NOT FUNDED,51468,USD,Over Budget
Fund08,Trustworthy News,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBveX,3.61,79,25125456,0,12407475,12717981,YES,12000,FUNDED,16668,USD,
Fund08,Trybbles:Blockchain-Enabled AR Pets,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvP5,3.89,133,26292643,0,27872885,-1580242,NO,239900,NOT FUNDED,803,USD,Approval Threshold
Fund08,Tunisian Video Creation for N-A,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBv0o,3.47,79,24063341,0,15742807,8320534,YES,6000,NOT FUNDED,2700,USD,Over Budget
Fund08,Uber of 3D Printing Manufacturing,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw4x,4.47,241,71812911,0,28930207,42882704,YES,275000,FUNDED,7400,USD,
Fund08,Ubuntu - One Small Town Ecosystem,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu6P,3.92,131,32984122,0,23253933,9730189,YES,100000,NOT FUNDED,2000,USD,Over Budget
Fund08,Uganda Business & Technical Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvYC,4.33,129,64951946,0,2824654,62127292,YES,10000,FUNDED,242465,USD,
Fund08,Uncle Harmony,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBu8y,2.58,73,22410725,0,15383443,7027282,YES,3000,NOT FUNDED,332,USD,Over Budget
Fund08,Unified Transport Payment Gateway,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvtc,3.56,81,29894778,0,7232721,22662057,YES,40000,NOT FUNDED,10464,USD,Over Budget
Fund08,United Caricature,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBwd9,5,307,100480596,0,12562258,87918338,YES,10500,FUNDED,221800,USD,
Fund08,Universal Basic Income DAO,DApps and Integrations,https://app.ideascale.com/t/UM5UZBv1D,3.2,98,22832229,0,22561105,271124,NO,50000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Universal Resolver for did:prism,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvKH,5,496,148830926,0,562903,148268023,YES,6425,FUNDED,493575,USD,
Fund08,University/College Outreach,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvWC,4.07,112,27555360,0,20459469,7095891,YES,22480,NOT FUNDED,332,USD,Over Budget
Fund08,Upcoming Events - Cardano Cube,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvSV,3.67,93,30168344,0,11287478,18880866,YES,6000,NOT FUNDED,5532,USD,Over Budget
Fund08,Urban Farmer dApp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvI5,4.33,168,58826332,0,9334936,49491396,YES,15000,FUNDED,647980,USD,
Fund08,USA East Coast Cardano CommunityHub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBviU,2.93,95,24524447,0,14328007,10196440,YES,27500,NOT FUNDED,6141,USD,Over Budget
Fund08,User friendly NFT minting feature,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwfB,4.28,192,40000672,0,11408793,28591879,YES,18200,NOT FUNDED,8700,USD,Over Budget
Fund08,using games to scale audience,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBu39,1.85,213,33836343,0,32506361,1329982,NO,90000,NOT FUNDED,183473,USD,Approval Threshold
Fund08,vCA-tool Dev & Maitain - AIM,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBvh3,5,465,141205436,0,1778457,139426979,YES,7500,FUNDED,92500,USD,
Fund08,Verifiable Digital Receipts,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvdY,4.42,175,33427896,0,15344416,18083480,YES,144000,NOT FUNDED,6608,USD,Over Budget
Fund08,Visual DID & Credential Builder,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvER,4.83,355,125276050,0,981839,124294211,YES,25000,FUNDED,422375,USD,
Fund08,Visualized Cardano Structure,New Member Onboarding,https://app.ideascale.com/t/UM5UZBu20,4.42,168,53345366,0,1287936,52057430,YES,9832,FUNDED,124708,USD,
Fund08,Wada documentary,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBwsp,4.61,268,71433064,0,5468323,65964741,YES,15000,FUNDED,125000,USD,
Fund08,WADA Qualitative Audit Pilot,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBwKJ,5,436,131896989,0,3513306,128383683,YES,26000,FUNDED,174000,USD,
Fund08,WadaDex|Facilitating Capital Access,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBw5K,4.33,230,47735108,0,10636172,37098936,YES,80000,NOT FUNDED,37600,USD,Over Budget
Fund08,WAL-CLI Communication,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBuuN,5,431,109517865,0,773866,108743999,YES,10000,FUNDED,390000,USD,
Fund08,WAL-CLI Presentation Exchange,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBuuL,4.73,213,53742929,0,3563408,50179521,YES,20000,NOT FUNDED,19108,USD,Over Budget
Fund08,Washing Machines powered by Wastes,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvck,3.5,74,23350110,0,13625033,9725077,YES,10000,NOT FUNDED,332,USD,Over Budget
Fund08,Watts->Social network of Trust MVP,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuv5,4.42,157,40511288,0,16587037,23924251,YES,165487,NOT FUNDED,2000,USD,Over Budget
Fund08,Web3 Commerce and Finance dApp,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBwCb,4.13,95,28135879,0,15245377,12890502,YES,45000,NOT FUNDED,10464,USD,Over Budget
Fund08,Web3 school for India,"Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBwMF,4.5,302,59034612,0,20053509,38981103,YES,30000,NOT FUNDED,11762,USD,Over Budget
Fund08,Web3 x Cardano ADA Cafe in Japan,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBw35,2.75,170,83876492,0,14733406,69143086,YES,50000,FUNDED,212870,USD,Funded by leftovers
Fund08,Web3Domains.Auction,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwdU,1.24,128,22512340,0,25440719,-2928379,NO,500000,NOT FUNDED,332,USD,Approval Threshold
Fund08,Who owns the blockchain?,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBuvS,4.6,162,35853916,0,15458853,20395063,YES,26000,NOT FUNDED,5532,USD,Over Budget
Fund08,Wifi Infrastructure Paraguay,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvnD,4.25,102,18632281,0,20780877,-2148596,NO,30600,NOT FUNDED,332,USD,Approval Threshold
Fund08,Wildlife Conservation NFTs,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwVi,4.27,131,34028797,0,5413756,28615041,YES,25000,NOT FUNDED,113,USD,Over Budget
Fund08,Wildlife Conservation Pool DApp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwja,3.5,104,24436747,0,19734249,4702498,YES,95000,NOT FUNDED,1000,USD,Over Budget
Fund08,Win-Win India Expansion,"Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBw0e,3.87,141,52003856,0,9316795,42687061,YES,15000,FUNDED,11762,USD,
Fund08,Win-Win Japan Expansion,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBw0l,4.73,405,99186569,0,7283386,91903183,YES,15000,FUNDED,49860,USD,
Fund08,Win-Win Platform Auditing,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw0J,4.67,208,37728482,0,25183879,12544603,YES,80000,NOT FUNDED,2000,USD,Over Budget
Fund08,Win-Win South Africa Expansion,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBw0Y,4.73,545,115270785,0,7580621,107690164,YES,15000,FUNDED,235000,USD,
